지역명,규모구분,연도,월,분양가격(제곱미터),평당분양가격
전북,전용면적 60제곱미터이하,2018,6,2664.0,8791.199999999999
전북,전용면적 60제곱미터초과 85제곱미터이하,2018,6,2300.0,7590.0
전북,전용면적 85제곱미터초과 102제곱미터이하,2018,6,2636.0,8698.8
전북,전용면적 102제곱미터초과,2018,6,2794.0,9220.199999999999
전남,모든면적,2018,6,2356.0,7774.799999999999
전남,전용면적 60제곱미터이하,2018,6,2228.0,7352.4
전남,전용면적 60제곱미터초과 85제곱미터이하,2018,6,2346.0,7741.799999999999
전남,전용면적 85제곱미터초과 102제곱미터이하,2018,6,2627.0,8669.1
전남,전용면적 102제곱미터초과,2018,6,2469.0,8147.7
경북,모든면적,2018,6,2631.0,8682.3
경북,전용면적 60제곱미터이하,2018,6,2471.0,8154.299999999999
경북,전용면적 60제곱미터초과 85제곱미터이하,2018,6,2614.0,8626.199999999999
경북,전용면적 85제곱미터초과 102제곱미터이하,2018,6,,
경북,전용면적 102제곱미터초과,2018,6,2903.0,9579.9
경남,모든면적,2018,6,2695.0,8893.5
경남,전용면적 60제곱미터이하,2018,6,2744.0,9055.199999999999
경남,전용면적 60제곱미터초과 85제곱미터이하,2018,6,2673.0,8820.9
경남,전용면적 85제곱미터초과 102제곱미터이하,2018,6,2857.0,9428.1
경남,전용면적 102제곱미터초과,2018,6,2862.0,9444.6
제주,모든면적,2018,6,3925.0,12952.5
제주,전용면적 60제곱미터이하,2018,6,5462.0,18024.6
제주,전용면적 60제곱미터초과 85제곱미터이하,2018,6,3639.0,12008.699999999999
제주,전용면적 85제곱미터초과 102제곱미터이하,2018,6,,
제주,전용면적 102제곱미터초과,2018,6,3029.0,9995.699999999999
서울,모든면적,2018,7,6820.0,22506.0
서울,전용면적 60제곱미터이하,2018,7,7360.0,24288.0
서울,전용면적 60제곱미터초과 85제곱미터이하,2018,7,6910.0,22803.0
서울,전용면적 85제곱미터초과 102제곱미터이하,2018,7,7591.0,25050.3
서울,전용면적 102제곱미터초과,2018,7,6914.0,22816.199999999997
인천,모든면적,2018,7,3372.0,11127.599999999999
인천,전용면적 60제곱미터이하,2018,7,3454.0,11398.199999999999
인천,전용면적 60제곱미터초과 85제곱미터이하,2018,7,3537.0,11672.099999999999
인천,전용면적 85제곱미터초과 102제곱미터이하,2018,7,3229.0,10655.699999999999
인천,전용면적 102제곱미터초과,2018,7,,
경기,모든면적,2018,7,3952.0,13041.599999999999
경기,전용면적 60제곱미터이하,2018,7,4578.0,15107.4
경기,전용면적 60제곱미터초과 85제곱미터이하,2018,7,3943.0,13011.9
경기,전용면적 85제곱미터초과 102제곱미터이하,2018,7,4662.0,15384.599999999999
경기,전용면적 102제곱미터초과,2018,7,4573.0,15090.9
부산,모든면적,2018,7,3950.0,13035.0
부산,전용면적 60제곱미터이하,2018,7,3734.0,12322.199999999999
부산,전용면적 60제곱미터초과 85제곱미터이하,2018,7,3933.0,12978.9
부산,전용면적 85제곱미터초과 102제곱미터이하,2018,7,4004.0,13213.199999999999
부산,전용면적 102제곱미터초과,2018,7,3875.0,12787.5
대구,모든면적,2018,7,3712.0,12249.599999999999
대구,전용면적 60제곱미터이하,2018,7,3722.0,12282.599999999999
대구,전용면적 60제곱미터초과 85제곱미터이하,2018,7,3716.0,12262.8
대구,전용면적 85제곱미터초과 102제곱미터이하,2018,7,3577.0,11804.099999999999
대구,전용면적 102제곱미터초과,2018,7,4040.0,13332.0
광주,모든면적,2018,7,2935.0,9685.5
광주,전용면적 60제곱미터이하,2018,7,2776.0,9160.8
광주,전용면적 60제곱미터초과 85제곱미터이하,2018,7,2939.0,9698.699999999999
광주,전용면적 85제곱미터초과 102제곱미터이하,2018,7,,
광주,전용면적 102제곱미터초과,2018,7,2453.0,8094.9
대전,모든면적,2018,7,2939.0,9698.699999999999
대전,전용면적 60제곱미터이하,2018,7,2498.0,8243.4
대전,전용면적 60제곱미터초과 85제곱미터이하,2018,7,2946.0,9721.8
대전,전용면적 85제곱미터초과 102제곱미터이하,2018,7,,
대전,전용면적 102제곱미터초과,2018,7,,
울산,모든면적,2018,7,3125.0,10312.5
울산,전용면적 60제곱미터이하,2018,7,,
울산,전용면적 60제곱미터초과 85제곱미터이하,2018,7,3125.0,10312.5
울산,전용면적 85제곱미터초과 102제곱미터이하,2018,7,,
울산,전용면적 102제곱미터초과,2018,7,,
세종,모든면적,2018,7,3131.0,10332.3
세종,전용면적 60제곱미터이하,2018,7,3064.0,10111.199999999999
세종,전용면적 60제곱미터초과 85제곱미터이하,2018,7,3147.0,10385.099999999999
세종,전용면적 85제곱미터초과 102제곱미터이하,2018,7,3138.0,10355.4
세종,전용면적 102제곱미터초과,2018,7,3135.0,10345.5
강원,모든면적,2018,7,2312.0,7629.599999999999
강원,전용면적 60제곱미터이하,2018,7,2284.0,7537.2
강원,전용면적 60제곱미터초과 85제곱미터이하,2018,7,2309.0,7619.7
강원,전용면적 85제곱미터초과 102제곱미터이하,2018,7,2864.0,9451.199999999999
강원,전용면적 102제곱미터초과,2018,7,2665.0,8794.5
충북,모든면적,2018,7,2390.0,7887.0
충북,전용면적 60제곱미터이하,2018,7,2286.0,7543.799999999999
충북,전용면적 60제곱미터초과 85제곱미터이하,2018,7,2386.0,7873.799999999999
충북,전용면적 85제곱미터초과 102제곱미터이하,2018,7,2725.0,8992.5
충북,전용면적 102제곱미터초과,2018,7,2719.0,8972.699999999999
충남,모든면적,2018,7,2467.0,8141.099999999999
충남,전용면적 60제곱미터이하,2018,7,2452.0,8091.599999999999
충남,전용면적 60제곱미터초과 85제곱미터이하,2018,7,2467.0,8141.099999999999
충남,전용면적 85제곱미터초과 102제곱미터이하,2018,7,2657.0,8768.1
충남,전용면적 102제곱미터초과,2018,7,2580.0,8514.0
전북,모든면적,2018,7,2333.0,7698.9
전북,전용면적 60제곱미터이하,2018,7,2655.0,8761.5
전북,전용면적 60제곱미터초과 85제곱미터이하,2018,7,2306.0,7609.799999999999
전북,전용면적 85제곱미터초과 102제곱미터이하,2018,7,2636.0,8698.8
전북,전용면적 102제곱미터초과,2018,7,2850.0,9405.0
전남,모든면적,2018,7,2357.0,7778.099999999999
전남,전용면적 60제곱미터이하,2018,7,2228.0,7352.4
전남,전용면적 60제곱미터초과 85제곱미터이하,2018,7,2348.0,7748.4
전남,전용면적 85제곱미터초과 102제곱미터이하,2018,7,2627.0,8669.1
전남,전용면적 102제곱미터초과,2018,7,2469.0,8147.7
경북,모든면적,2018,7,2674.0,8824.199999999999
경북,전용면적 60제곱미터이하,2018,7,2471.0,8154.299999999999
경북,전용면적 60제곱미터초과 85제곱미터이하,2018,7,2654.0,8758.199999999999
경북,전용면적 85제곱미터초과 102제곱미터이하,2018,7,,
경북,전용면적 102제곱미터초과,2018,7,2903.0,9579.9
경남,모든면적,2018,7,2696.0,8896.8
경남,전용면적 60제곱미터이하,2018,7,2748.0,9068.4
경남,전용면적 60제곱미터초과 85제곱미터이하,2018,7,2673.0,8820.9
경남,전용면적 85제곱미터초과 102제곱미터이하,2018,7,2857.0,9428.1
경남,전용면적 102제곱미터초과,2018,7,2839.0,9368.699999999999
제주,모든면적,2018,7,3334.0,11002.199999999999
제주,전용면적 60제곱미터이하,2018,7,,
제주,전용면적 60제곱미터초과 85제곱미터이하,2018,7,3356.0,11074.8
제주,전용면적 85제곱미터초과 102제곱미터이하,2018,7,3226.0,10645.8
제주,전용면적 102제곱미터초과,2018,7,2990.0,9867.0
서울,모든면적,2018,8,6731.0,22212.3
서울,전용면적 60제곱미터이하,2018,8,7117.0,23486.1
서울,전용면적 60제곱미터초과 85제곱미터이하,2018,8,6806.0,22459.8
서울,전용면적 85제곱미터초과 102제곱미터이하,2018,8,6652.0,21951.6
서울,전용면적 102제곱미터초과,2018,8,6477.0,21374.1
인천,모든면적,2018,8,3343.0,11031.9
인천,전용면적 60제곱미터이하,2018,8,3456.0,11404.8
인천,전용면적 60제곱미터초과 85제곱미터이하,2018,8,3505.0,11566.5
인천,전용면적 85제곱미터초과 102제곱미터이하,2018,8,3229.0,10655.699999999999
인천,전용면적 102제곱미터초과,2018,8,,
경기,모든면적,2018,8,4070.0,13431.0
경기,전용면적 60제곱미터이하,2018,8,4459.0,14714.699999999999
경기,전용면적 60제곱미터초과 85제곱미터이하,2018,8,4105.0,13546.5
경기,전용면적 85제곱미터초과 102제곱미터이하,2018,8,4877.0,16094.099999999999
경기,전용면적 102제곱미터초과,2018,8,4692.0,15483.599999999999
부산,모든면적,2018,8,3972.0,13107.599999999999
부산,전용면적 60제곱미터이하,2018,8,3809.0,12569.699999999999
부산,전용면적 60제곱미터초과 85제곱미터이하,2018,8,3946.0,13021.8
부산,전용면적 85제곱미터초과 102제곱미터이하,2018,8,4004.0,13213.199999999999
부산,전용면적 102제곱미터초과,2018,8,3783.0,12483.9
대구,모든면적,2018,8,3726.0,12295.8
대구,전용면적 60제곱미터이하,2018,8,3724.0,12289.199999999999
대구,전용면적 60제곱미터초과 85제곱미터이하,2018,8,3723.0,12285.9
대구,전용면적 85제곱미터초과 102제곱미터이하,2018,8,3577.0,11804.099999999999
대구,전용면적 102제곱미터초과,2018,8,4040.0,13332.0
광주,모든면적,2018,8,2935.0,9685.5
광주,전용면적 60제곱미터이하,2018,8,2776.0,9160.8
광주,전용면적 60제곱미터초과 85제곱미터이하,2018,8,2939.0,9698.699999999999
광주,전용면적 85제곱미터초과 102제곱미터이하,2018,8,,
광주,전용면적 102제곱미터초과,2018,8,2453.0,8094.9
대전,모든면적,2018,8,2939.0,9698.699999999999
대전,전용면적 60제곱미터이하,2018,8,2498.0,8243.4
대전,전용면적 60제곱미터초과 85제곱미터이하,2018,8,2946.0,9721.8
대전,전용면적 85제곱미터초과 102제곱미터이하,2018,8,,
대전,전용면적 102제곱미터초과,2018,8,,
울산,모든면적,2018,8,3125.0,10312.5
울산,전용면적 60제곱미터이하,2018,8,,
울산,전용면적 60제곱미터초과 85제곱미터이하,2018,8,3125.0,10312.5
울산,전용면적 85제곱미터초과 102제곱미터이하,2018,8,,
울산,전용면적 102제곱미터초과,2018,8,,
세종,모든면적,2018,8,3148.0,10388.4
세종,전용면적 60제곱미터이하,2018,8,3064.0,10111.199999999999
세종,전용면적 60제곱미터초과 85제곱미터이하,2018,8,3147.0,10385.099999999999
세종,전용면적 85제곱미터초과 102제곱미터이하,2018,8,3138.0,10355.4
세종,전용면적 102제곱미터초과,2018,8,3220.0,10626.0
강원,모든면적,2018,8,2324.0,7669.2
강원,전용면적 60제곱미터이하,2018,8,2401.0,7923.299999999999
강원,전용면적 60제곱미터초과 85제곱미터이하,2018,8,2323.0,7665.9
강원,전용면적 85제곱미터초과 102제곱미터이하,2018,8,2864.0,9451.199999999999
강원,전용면적 102제곱미터초과,2018,8,2665.0,8794.5
충북,모든면적,2018,8,2390.0,7887.0
충북,전용면적 60제곱미터이하,2018,8,2286.0,7543.799999999999
충북,전용면적 60제곱미터초과 85제곱미터이하,2018,8,2386.0,7873.799999999999
충북,전용면적 85제곱미터초과 102제곱미터이하,2018,8,2725.0,8992.5
충북,전용면적 102제곱미터초과,2018,8,2719.0,8972.699999999999
충남,모든면적,2018,8,2446.0,8071.799999999999
충남,전용면적 60제곱미터이하,2018,8,2491.0,8220.3
충남,전용면적 60제곱미터초과 85제곱미터이하,2018,8,2451.0,8088.299999999999
충남,전용면적 85제곱미터초과 102제곱미터이하,2018,8,2657.0,8768.1
충남,전용면적 102제곱미터초과,2018,8,2729.0,9005.699999999999
전북,모든면적,2018,8,2311.0,7626.299999999999
전북,전용면적 60제곱미터이하,2018,8,2655.0,8761.5
전북,전용면적 60제곱미터초과 85제곱미터이하,2018,8,2285.0,7540.5
전북,전용면적 85제곱미터초과 102제곱미터이하,2018,8,2636.0,8698.8
전북,전용면적 102제곱미터초과,2018,8,2850.0,9405.0
전남,모든면적,2018,8,2357.0,7778.099999999999
전남,전용면적 60제곱미터이하,2018,8,2228.0,7352.4
전남,전용면적 60제곱미터초과 85제곱미터이하,2018,8,2348.0,7748.4
전남,전용면적 85제곱미터초과 102제곱미터이하,2018,8,2627.0,8669.1
전남,전용면적 102제곱미터초과,2018,8,2469.0,8147.7
경북,모든면적,2018,8,2603.0,8589.9
경북,전용면적 60제곱미터이하,2018,8,2477.0,8174.099999999999
경북,전용면적 60제곱미터초과 85제곱미터이하,2018,8,2610.0,8613.0
경북,전용면적 85제곱미터초과 102제곱미터이하,2018,8,,
경북,전용면적 102제곱미터초과,2018,8,2810.0,9273.0
경남,모든면적,2018,8,2661.0,8781.3
경남,전용면적 60제곱미터이하,2018,8,2786.0,9193.8
경남,전용면적 60제곱미터초과 85제곱미터이하,2018,8,2630.0,8679.0
경남,전용면적 85제곱미터초과 102제곱미터이하,2018,8,2857.0,9428.1
경남,전용면적 102제곱미터초과,2018,8,2745.0,9058.5
제주,모든면적,2018,8,3334.0,11002.199999999999
제주,전용면적 60제곱미터이하,2018,8,,
제주,전용면적 60제곱미터초과 85제곱미터이하,2018,8,3356.0,11074.8
제주,전용면적 85제곱미터초과 102제곱미터이하,2018,8,3226.0,10645.8
제주,전용면적 102제곱미터초과,2018,8,2990.0,9867.0
서울,모든면적,2018,9,6994.0,23080.199999999997
서울,전용면적 60제곱미터이하,2018,9,6631.0,21882.3
서울,전용면적 60제곱미터초과 85제곱미터이하,2018,9,7183.0,23703.899999999998
서울,전용면적 85제곱미터초과 102제곱미터이하,2018,9,5061.0,16701.3
서울,전용면적 102제곱미터초과,2018,9,6538.0,21575.399999999998
인천,모든면적,2018,9,3343.0,11031.9
인천,전용면적 60제곱미터이하,2018,9,3456.0,11404.8
인천,전용면적 60제곱미터초과 85제곱미터이하,2018,9,3505.0,11566.5
인천,전용면적 85제곱미터초과 102제곱미터이하,2018,9,3229.0,10655.699999999999
인천,전용면적 102제곱미터초과,2018,9,,
경기,모든면적,2018,9,4094.0,13510.199999999999
경기,전용면적 60제곱미터이하,2018,9,4384.0,14467.199999999999
경기,전용면적 60제곱미터초과 85제곱미터이하,2018,9,4122.0,13602.599999999999
경기,전용면적 85제곱미터초과 102제곱미터이하,2018,9,4874.0,16084.199999999999
경기,전용면적 102제곱미터초과,2018,9,4696.0,15496.8
부산,모든면적,2018,9,4090.0,13497.0
부산,전용면적 60제곱미터이하,2018,9,3863.0,12747.9
부산,전용면적 60제곱미터초과 85제곱미터이하,2018,9,4073.0,13440.9
부산,전용면적 85제곱미터초과 102제곱미터이하,2018,9,4456.0,14704.8
부산,전용면적 102제곱미터초과,2018,9,4173.0,13770.9
대구,모든면적,2018,9,3740.0,12342.0
대구,전용면적 60제곱미터이하,2018,9,3756.0,12394.8
대구,전용면적 60제곱미터초과 85제곱미터이하,2018,9,3746.0,12361.8
대구,전용면적 85제곱미터초과 102제곱미터이하,2018,9,3698.0,12203.4
대구,전용면적 102제곱미터초과,2018,9,3961.0,13071.3
광주,모든면적,2018,9,2931.0,9672.3
광주,전용면적 60제곱미터이하,2018,9,2776.0,9160.8
광주,전용면적 60제곱미터초과 85제곱미터이하,2018,9,2931.0,9672.3
광주,전용면적 85제곱미터초과 102제곱미터이하,2018,9,,
광주,전용면적 102제곱미터초과,2018,9,2655.0,8761.5
대전,모든면적,2018,9,3367.0,11111.099999999999
대전,전용면적 60제곱미터이하,2018,9,2498.0,8243.4
대전,전용면적 60제곱미터초과 85제곱미터이하,2018,9,3366.0,11107.8
대전,전용면적 85제곱미터초과 102제곱미터이하,2018,9,,
대전,전용면적 102제곱미터초과,2018,9,4877.0,16094.099999999999
울산,모든면적,2018,9,3125.0,10312.5
울산,전용면적 60제곱미터이하,2018,9,,
울산,전용면적 60제곱미터초과 85제곱미터이하,2018,9,3125.0,10312.5
울산,전용면적 85제곱미터초과 102제곱미터이하,2018,9,,
울산,전용면적 102제곱미터초과,2018,9,,
세종,모든면적,2018,9,3148.0,10388.4
세종,전용면적 60제곱미터이하,2018,9,3064.0,10111.199999999999
세종,전용면적 60제곱미터초과 85제곱미터이하,2018,9,3147.0,10385.099999999999
세종,전용면적 85제곱미터초과 102제곱미터이하,2018,9,3138.0,10355.4
세종,전용면적 102제곱미터초과,2018,9,3220.0,10626.0
강원,모든면적,2018,9,2329.0,7685.7
강원,전용면적 60제곱미터이하,2018,9,2405.0,7936.5
강원,전용면적 60제곱미터초과 85제곱미터이하,2018,9,2327.0,7679.099999999999
강원,전용면적 85제곱미터초과 102제곱미터이하,2018,9,2864.0,9451.199999999999
강원,전용면적 102제곱미터초과,2018,9,2665.0,8794.5
충북,모든면적,2018,9,2384.0,7867.2
충북,전용면적 60제곱미터이하,2018,9,2286.0,7543.799999999999
충북,전용면적 60제곱미터초과 85제곱미터이하,2018,9,2380.0,7854.0
충북,전용면적 85제곱미터초과 102제곱미터이하,2018,9,2725.0,8992.5
충북,전용면적 102제곱미터초과,2018,9,2719.0,8972.699999999999
충남,모든면적,2018,9,2446.0,8071.799999999999
충남,전용면적 60제곱미터이하,2018,9,2491.0,8220.3
충남,전용면적 60제곱미터초과 85제곱미터이하,2018,9,2451.0,8088.299999999999
충남,전용면적 85제곱미터초과 102제곱미터이하,2018,9,2657.0,8768.1
충남,전용면적 102제곱미터초과,2018,9,2729.0,9005.699999999999
전북,모든면적,2018,9,2311.0,7626.299999999999
전북,전용면적 60제곱미터이하,2018,9,2655.0,8761.5
전북,전용면적 60제곱미터초과 85제곱미터이하,2018,9,2285.0,7540.5
전북,전용면적 85제곱미터초과 102제곱미터이하,2018,9,2636.0,8698.8
전북,전용면적 102제곱미터초과,2018,9,2850.0,9405.0
전남,모든면적,2018,9,2352.0,7761.599999999999
전남,전용면적 60제곱미터이하,2018,9,2228.0,7352.4
전남,전용면적 60제곱미터초과 85제곱미터이하,2018,9,2348.0,7748.4
전남,전용면적 85제곱미터초과 102제곱미터이하,2018,9,2627.0,8669.1
전남,전용면적 102제곱미터초과,2018,9,2519.0,8312.699999999999
경북,모든면적,2018,9,2643.0,8721.9
경북,전용면적 60제곱미터이하,2018,9,2509.0,8279.699999999999
경북,전용면적 60제곱미터초과 85제곱미터이하,2018,9,2647.0,8735.1
경북,전용면적 85제곱미터초과 102제곱미터이하,2018,9,2550.0,8415.0
경북,전용면적 102제곱미터초과,2018,9,2828.0,9332.4
경남,모든면적,2018,9,2746.0,9061.8
경남,전용면적 60제곱미터이하,2018,9,2905.0,9586.5
경남,전용면적 60제곱미터초과 85제곱미터이하,2018,9,2716.0,8962.8
경남,전용면적 85제곱미터초과 102제곱미터이하,2018,9,2857.0,9428.1
경남,전용면적 102제곱미터초과,2018,9,2987.0,9857.1
제주,모든면적,2018,9,3334.0,11002.199999999999
제주,전용면적 60제곱미터이하,2018,9,,
제주,전용면적 60제곱미터초과 85제곱미터이하,2018,9,3356.0,11074.8
제주,전용면적 85제곱미터초과 102제곱미터이하,2018,9,3226.0,10645.8
제주,전용면적 102제곱미터초과,2018,9,2990.0,9867.0
서울,모든면적,2018,10,7378.0,24347.399999999998
서울,전용면적 60제곱미터이하,2018,10,6806.0,22459.8
서울,전용면적 60제곱미터초과 85제곱미터이하,2018,10,7629.0,25175.699999999997
서울,전용면적 85제곱미터초과 102제곱미터이하,2018,10,6842.0,22578.6
서울,전용면적 102제곱미터초과,2018,10,7373.0,24330.899999999998
인천,모든면적,2018,10,3440.0,11352.0
인천,전용면적 60제곱미터이하,2018,10,3422.0,11292.599999999999
인천,전용면적 60제곱미터초과 85제곱미터이하,2018,10,3630.0,11979.0
인천,전용면적 85제곱미터초과 102제곱미터이하,2018,10,3391.0,11190.3
인천,전용면적 102제곱미터초과,2018,10,2890.0,9537.0
경기,모든면적,2018,10,4136.0,13648.8
경기,전용면적 60제곱미터이하,2018,10,4365.0,14404.5
경기,전용면적 60제곱미터초과 85제곱미터이하,2018,10,4169.0,13757.699999999999
경기,전용면적 85제곱미터초과 102제곱미터이하,2018,10,4874.0,16084.199999999999
경기,전용면적 102제곱미터초과,2018,10,4647.0,15335.099999999999
부산,모든면적,2018,10,4036.0,13318.8
부산,전용면적 60제곱미터이하,2018,10,3846.0,12691.8
부산,전용면적 60제곱미터초과 85제곱미터이하,2018,10,4018.0,13259.4
부산,전용면적 85제곱미터초과 102제곱미터이하,2018,10,4349.0,14351.699999999999
부산,전용면적 102제곱미터초과,2018,10,4434.0,14632.199999999999
대구,모든면적,2018,10,3799.0,12536.699999999999
대구,전용면적 60제곱미터이하,2018,10,3756.0,12394.8
대구,전용면적 60제곱미터초과 85제곱미터이하,2018,10,3803.0,12549.9
대구,전용면적 85제곱미터초과 102제곱미터이하,2018,10,3698.0,12203.4
대구,전용면적 102제곱미터초과,2018,10,4138.0,13655.4
광주,모든면적,2018,10,3044.0,10045.199999999999
광주,전용면적 60제곱미터이하,2018,10,3264.0,10771.199999999999
광주,전용면적 60제곱미터초과 85제곱미터이하,2018,10,3045.0,10048.5
광주,전용면적 85제곱미터초과 102제곱미터이하,2018,10,,
광주,전용면적 102제곱미터초과,2018,10,,
대전,모든면적,2018,10,3350.0,11055.0
대전,전용면적 60제곱미터이하,2018,10,2498.0,8243.4
대전,전용면적 60제곱미터초과 85제곱미터이하,2018,10,3342.0,11028.599999999999
대전,전용면적 85제곱미터초과 102제곱미터이하,2018,10,,
대전,전용면적 102제곱미터초과,2018,10,4877.0,16094.099999999999
울산,모든면적,2018,10,2890.0,9537.0
울산,전용면적 60제곱미터이하,2018,10,,
울산,전용면적 60제곱미터초과 85제곱미터이하,2018,10,2890.0,9537.0
울산,전용면적 85제곱미터초과 102제곱미터이하,2018,10,,
울산,전용면적 102제곱미터초과,2018,10,,
세종,모든면적,2018,10,3148.0,10388.4
세종,전용면적 60제곱미터이하,2018,10,3064.0,10111.199999999999
세종,전용면적 60제곱미터초과 85제곱미터이하,2018,10,3147.0,10385.099999999999
세종,전용면적 85제곱미터초과 102제곱미터이하,2018,10,3138.0,10355.4
세종,전용면적 102제곱미터초과,2018,10,3220.0,10626.0
강원,모든면적,2018,10,2357.0,7778.099999999999
강원,전용면적 60제곱미터이하,2018,10,2423.0,7995.9
강원,전용면적 60제곱미터초과 85제곱미터이하,2018,10,2358.0,7781.4
강원,전용면적 85제곱미터초과 102제곱미터이하,2018,10,2864.0,9451.199999999999
강원,전용면적 102제곱미터초과,2018,10,2665.0,8794.5
충북,모든면적,2018,10,2384.0,7867.2
충북,전용면적 60제곱미터이하,2018,10,2286.0,7543.799999999999
충북,전용면적 60제곱미터초과 85제곱미터이하,2018,10,2380.0,7854.0
충북,전용면적 85제곱미터초과 102제곱미터이하,2018,10,2725.0,8992.5
충북,전용면적 102제곱미터초과,2018,10,2719.0,8972.699999999999
충남,모든면적,2018,10,2446.0,8071.799999999999
충남,전용면적 60제곱미터이하,2018,10,2491.0,8220.3
충남,전용면적 60제곱미터초과 85제곱미터이하,2018,10,2451.0,8088.299999999999
충남,전용면적 85제곱미터초과 102제곱미터이하,2018,10,2657.0,8768.1
충남,전용면적 102제곱미터초과,2018,10,2729.0,9005.699999999999
전북,모든면적,2018,10,2321.0,7659.299999999999
전북,전용면적 60제곱미터이하,2018,10,2666.0,8797.8
전북,전용면적 60제곱미터초과 85제곱미터이하,2018,10,2301.0,7593.299999999999
전북,전용면적 85제곱미터초과 102제곱미터이하,2018,10,2636.0,8698.8
전북,전용면적 102제곱미터초과,2018,10,2627.0,8669.1
전남,모든면적,2018,10,2360.0,7788.0
전남,전용면적 60제곱미터이하,2018,10,2240.0,7392.0
전남,전용면적 60제곱미터초과 85제곱미터이하,2018,10,2354.0,7768.2
전남,전용면적 85제곱미터초과 102제곱미터이하,2018,10,2627.0,8669.1
전남,전용면적 102제곱미터초과,2018,10,2519.0,8312.699999999999
경북,모든면적,2018,10,2625.0,8662.5
경북,전용면적 60제곱미터이하,2018,10,2509.0,8279.699999999999
경북,전용면적 60제곱미터초과 85제곱미터이하,2018,10,2620.0,8646.0
경북,전용면적 85제곱미터초과 102제곱미터이하,2018,10,2699.0,8906.699999999999
경북,전용면적 102제곱미터초과,2018,10,2948.0,9728.4
경남,모든면적,2018,10,2795.0,9223.5
경남,전용면적 60제곱미터이하,2018,10,2905.0,9586.5
경남,전용면적 60제곱미터초과 85제곱미터이하,2018,10,2769.0,9137.699999999999
경남,전용면적 85제곱미터초과 102제곱미터이하,2018,10,3015.0,9949.5
경남,전용면적 102제곱미터초과,2018,10,2987.0,9857.1
제주,모든면적,2018,10,3334.0,11002.199999999999
제주,전용면적 60제곱미터이하,2018,10,,
제주,전용면적 60제곱미터초과 85제곱미터이하,2018,10,3356.0,11074.8
제주,전용면적 85제곱미터초과 102제곱미터이하,2018,10,3226.0,10645.8
제주,전용면적 102제곱미터초과,2018,10,2990.0,9867.0
서울,모든면적,2018,11,7369.0,24317.699999999997
서울,전용면적 60제곱미터이하,2018,11,7017.0,23156.1
서울,전용면적 60제곱미터초과 85제곱미터이하,2018,11,7620.0,25146.0
서울,전용면적 85제곱미터초과 102제곱미터이하,2018,11,6842.0,22578.6
서울,전용면적 102제곱미터초과,2018,11,7351.0,24258.3
인천,모든면적,2018,11,3553.0,11724.9
인천,전용면적 60제곱미터이하,2018,11,3437.0,11342.099999999999
인천,전용면적 60제곱미터초과 85제곱미터이하,2018,11,3725.0,12292.5
인천,전용면적 85제곱미터초과 102제곱미터이하,2018,11,3492.0,11523.599999999999
인천,전용면적 102제곱미터초과,2018,11,4455.0,14701.5
경기,모든면적,2018,11,4151.0,13698.3
경기,전용면적 60제곱미터이하,2018,11,4331.0,14292.3
경기,전용면적 60제곱미터초과 85제곱미터이하,2018,11,4175.0,13777.5
경기,전용면적 85제곱미터초과 102제곱미터이하,2018,11,5068.0,16724.399999999998
경기,전용면적 102제곱미터초과,2018,11,4627.0,15269.099999999999
부산,모든면적,2018,11,4040.0,13332.0
부산,전용면적 60제곱미터이하,2018,11,3778.0,12467.4
부산,전용면적 60제곱미터초과 85제곱미터이하,2018,11,4036.0,13318.8
부산,전용면적 85제곱미터초과 102제곱미터이하,2018,11,4066.0,13417.8
부산,전용면적 102제곱미터초과,2018,11,4293.0,14166.9
대구,모든면적,2018,11,3825.0,12622.5
대구,전용면적 60제곱미터이하,2018,11,3808.0,12566.4
대구,전용면적 60제곱미터초과 85제곱미터이하,2018,11,3826.0,12625.8
대구,전용면적 85제곱미터초과 102제곱미터이하,2018,11,3698.0,12203.4
대구,전용면적 102제곱미터초과,2018,11,3949.0,13031.699999999999
광주,모든면적,2018,11,3201.0,10563.3
광주,전용면적 60제곱미터이하,2018,11,3264.0,10771.199999999999
광주,전용면적 60제곱미터초과 85제곱미터이하,2018,11,3201.0,10563.3
광주,전용면적 85제곱미터초과 102제곱미터이하,2018,11,,
광주,전용면적 102제곱미터초과,2018,11,,
대전,모든면적,2018,11,3350.0,11055.0
대전,전용면적 60제곱미터이하,2018,11,2498.0,8243.4
대전,전용면적 60제곱미터초과 85제곱미터이하,2018,11,3342.0,11028.599999999999
대전,전용면적 85제곱미터초과 102제곱미터이하,2018,11,,
대전,전용면적 102제곱미터초과,2018,11,4877.0,16094.099999999999
울산,모든면적,2018,11,2890.0,9537.0
울산,전용면적 60제곱미터이하,2018,11,,
울산,전용면적 60제곱미터초과 85제곱미터이하,2018,11,2890.0,9537.0
울산,전용면적 85제곱미터초과 102제곱미터이하,2018,11,,
울산,전용면적 102제곱미터초과,2018,11,,
세종,모든면적,2018,11,3148.0,10388.4
세종,전용면적 60제곱미터이하,2018,11,3064.0,10111.199999999999
세종,전용면적 60제곱미터초과 85제곱미터이하,2018,11,3147.0,10385.099999999999
세종,전용면적 85제곱미터초과 102제곱미터이하,2018,11,3138.0,10355.4
세종,전용면적 102제곱미터초과,2018,11,3220.0,10626.0
강원,모든면적,2018,11,2386.0,7873.799999999999
강원,전용면적 60제곱미터이하,2018,11,2452.0,8091.599999999999
