iter	Logloss
372	0.033596828
373	0.03348983767
374	0.03340355901
375	0.03334786893
376	0.03325889141
377	0.03315962016
378	0.03305865941
379	0.03291130217
380	0.03283695153
381	0.03266770086
382	0.032626405
383	0.03256182773
384	0.03250306028
385	0.03236484489
386	0.03227510833
387	0.03215627315
388	0.03199017751
389	0.03191596104
390	0.03184556529
391	0.03176582031
392	0.03169638156
393	0.03160659231
394	0.03150978843
395	0.0314167919
396	0.03133494036
397	0.03124714381
398	0.03113943437
399	0.03103857107
400	0.03098605184
401	0.03083818233
402	0.03075953219
403	0.03066234178
404	0.03061587094
405	0.03049278241
406	0.03043656154
407	0.03033024435
408	0.03015331841
409	0.03007603312
410	0.03000457517
411	0.0299381697
412	0.02983322155
413	0.02976111685
414	0.02967867933
415	0.02952853949
416	0.02945499717
417	0.0292940428
418	0.02924120477
419	0.0291569243
420	0.02908055476
421	0.02899673057
422	0.02893676577
423	0.02880118941
424	0.02867834151
425	0.02861819667
426	0.0285507105
427	0.02845939954
428	0.02835496889
429	0.02827370705
430	0.02821758965
431	0.02812734232
432	0.02807196856
433	0.02796874537
434	0.02790642437
435	0.02783446881
436	0.0276825068
437	0.02761168004
438	0.0275293216
439	0.0274586566
440	0.0273676361
441	0.02727341956
442	0.0272002093
443	0.02710162176
444	0.02703140173
445	0.02693340461
446	0.02688673123
447	0.02679794418
448	0.02674554851
449	0.02670330309
450	0.0266277072
451	0.02656795126
452	0.0264895107
453	0.0264178473
454	0.0263697069
455	0.02627958407
456	0.02620697729
457	0.02606402154
458	0.02601856808
459	0.02586772703
460	0.0257826179
461	0.02573193131
462	0.02565138239
463	0.02557943231
464	0.0255195426
465	0.02546757341
466	0.0254005319
467	0.02533883166
468	0.02522990807
469	0.02519203473
470	0.0251275064
471	0.02504504174
472	0.02496995029
473	0.02485811429
474	0.02482560016
475	0.02474853513
476	0.02465576635
477	0.02459222734
478	0.02451006731
479	0.02442540589
480	0.02434533744
481	0.02426704034
482	0.02419614278
483	0.02416366168
484	0.02409564879
485	0.0240180461
486	0.02396350429
487	0.0238903512
488	0.02383339565
489	0.02377674451
490	0.0236970659
491	0.02367263289
492	0.02358423512
493	0.02351949805
494	0.02346789947
495	0.02340308698
496	0.02334616552
497	0.02329904067
498	0.02320919396
499	0.02316335693
500	0.0231010815
501	0.02306031877
502	0.02303395283
503	0.0229794509
504	0.02293800495
505	0.0228591393
506	0.02280006361
507	0.0226888902
508	0.02262031987
509	0.02255378062
510	0.02249368898
511	0.02246270285
512	0.02241344627
513	0.02235454782
514	0.02230037041
515	0.02224630376
516	0.02215140535
517	0.02209165212
518	0.02204614522
519	0.02201273896
520	0.02197023604
521	0.02191104854
522	0.0218585073
523	0.02182587282
524	0.02178346647
525	0.02170914435
526	0.02159164071
527	0.02155120285
528	0.02148057165
529	0.02142118601
530	0.02136525021
531	0.02133206836
532	0.02128910845
533	0.02124041746
534	0.02114095351
535	0.0210670984
536	0.02102457797
537	0.02097617696
538	0.02095712689
539	0.02092671026
540	0.02089418747
541	0.02087318435
542	0.02079922478
543	0.02075175161
544	0.02068291175
545	0.02066308325
546	0.02060836427
547	0.02058428419
548	0.02054477061
549	0.02050637203
550	0.02047419287
551	0.02042430521
552	0.02037518776
553	0.02032755445
554	0.02025564988
555	0.02020572388
556	0.02014595525
557	0.02010394802
558	0.02004994379
559	0.0200151164
560	0.01994300751
561	0.01988952659
562	0.0198497987
563	0.01976486582
564	0.01970890776
565	0.0196852076
566	0.01963788015
567	0.01958350401
568	0.01950398539
569	0.01942489004
570	0.01939629397
571	0.01933866636
572	0.01929983004
573	0.01926745695
574	0.01917884679
575	0.01913684285
576	0.01904378163
577	0.01900306655
578	0.01895513567
579	0.01891690983
580	0.018865495
581	0.0188309174
582	0.01877307053
583	0.01873424225
584	0.01870209579
585	0.01866145233
586	0.01861354942
587	0.01857577281
588	0.01855662924
589	0.01853390943
590	0.01849997627
591	0.01841930542
592	0.01838586213
593	0.01833785368
594	0.01827952612
595	0.01822590532
596	0.01818814254
597	0.01815938147
598	0.01814339239
599	0.0181197283
600	0.01808631119
601	0.01803463047
602	0.01799396875
603	0.01794280626
604	0.01786521369
605	0.0178139306
606	0.01778066275
607	0.01772820589
608	0.01768856979
609	0.01763944276
610	0.01761008478
611	0.01756989068
612	0.01750546357
613	0.01748274786
614	0.01741579566
615	0.01738087729
616	0.01730847056
617	0.01727534554
618	0.01722851936
619	0.01720576389
620	0.01718248295
621	0.01711953248
622	0.01707385533
623	0.01702409478
624	0.01698461346
625	0.01692509797
626	0.01688873787
627	0.01685586787
628	0.01682192197
629	0.01678966257
630	0.01670706606
631	0.01666576044
632	0.01659911858
633	0.01658446494
634	0.01654954634
635	0.01650327835
636	0.01648533486
637	0.01643409553
638	0.01639512555
639	0.01636003417
640	0.01633232842
641	0.01630494055
642	0.0162856814
643	0.01626634525
644	0.01620379272
645	0.01616926002
646	0.01612705858
647	0.01610445071
648	0.01604810007
649	0.01602857354
650	0.01597906994
651	0.01594787987
652	0.01589903156
653	0.01586343837
654	0.01581791149
655	0.0157576105
656	0.01569692426
657	0.01563892728
658	0.01561681997
659	0.01559597455
660	0.01556292648
661	0.01554605503
662	0.0155033468
663	0.01546766256
664	0.01544386361
665	0.0154254938
666	0.01539799111
667	0.01534267536
668	0.01526917817
669	0.01524180846
670	0.01519762567
671	0.01518105924
672	0.01514560164
673	0.01513189336
674	0.01511160451
675	0.01506990257
676	0.01504234343
677	0.01502949668
678	0.01498582258
679	0.0149290942
680	0.01490703135
681	0.01488892227
682	0.01484362356
683	0.01481880356
684	0.01477725497
685	0.01473941888
686	0.01470957337
687	0.01465695147
688	0.01464007854
689	0.01462141937
690	0.01457733729
691	0.01456688843
692	0.01453557156
693	0.01448446108
694	0.0144698922
695	0.01445381776
696	0.01440810255
697	0.01439814018
698	0.01434951667
699	0.01430896938
700	0.01426567443
701	0.01425084794
702	0.01423788806
703	0.01421671415
704	0.01418566917
705	0.01417713254
706	0.01414313274
707	0.01412122579
708	0.01408897034
709	0.01405355738
710	0.01400751025
711	0.01397493042
712	0.01391062577
713	0.01389784444
714	0.01388195429
715	0.01385154784
716	0.01378601718
717	0.01375657403
718	0.01374520427
719	0.01373251466
720	0.01370254102
721	0.01369206923
722	0.01364462688
723	0.01362046147
724	0.01360031055
725	0.01357340689
726	0.01355768371
727	0.01352526923
728	0.01348918105
729	0.01347530781
730	0.01343207771
731	0.0134147963
732	0.01337901324
733	0.01335236932
734	0.01330984213
735	0.01330037961
736	0.01327917101
737	0.01326820192
738	0.0132510331
739	0.01322181577
740	0.01321468236
741	0.01316952916
742	0.01314809003
743	0.01313486763
744	0.01312694281
745	0.01311738451
746	0.01310722722
747	0.01309107466
748	0.01307303592
749	0.01304800871
750	0.01300796461
751	0.01299889124
752	0.01297379011
753	0.01295259537
754	0.01293110497
755	0.01292182207
756	0.01289835633
757	0.0128894292
758	0.01286578059
759	0.01285520411
760	0.01283978539
761	0.01280164739
762	0.01278191337
763	0.01276568917
764	0.0127400598
765	0.01272368647
766	0.01270120449
767	0.01269238215
768	0.01266493131
769	0.01264865894
770	0.01261256601
771	0.0125784024
772	0.01252648921
773	0.01252012033
774	0.01249324534
775	0.01246622929
776	0.01245789833
777	0.01244812377
778	0.01243480658
779	0.01242026145
780	0.01240429883
781	0.01235983482
782	0.01234066303
783	0.01233179971
784	0.01232339731
785	0.01229496176
786	0.0122626205
787	0.0122284891
788	0.01219359072
789	0.01216338452
790	0.012141612
791	0.01212014956
792	0.01209434168
793	0.01205617723
794	0.0120478079
795	0.01202516984
796	0.01199434955
797	0.01197959773
798	0.01196687128
799	0.01193252199
800	0.01191135018
801	0.01189877996
802	0.01188981982
803	0.01185684768
804	0.01184918521
805	0.01183572867
806	0.01181736472
807	0.01180358112
808	0.01177534932
809	0.01176655317
810	0.01173331766
811	0.01169784299
812	0.01166212586
813	0.0116282292
814	0.01160332169
815	0.01156974439
816	0.01155206359
817	0.01153504419
818	0.0115111286
819	0.01147940754
820	0.01145909342
821	0.01141308185
822	0.01140326534
823	0.01138091783
824	0.01136812781
825	0.01135693351
826	0.011326806
827	0.01128968716
828	0.01126679347
829	0.01124848519
830	0.0112209204
831	0.01119610998
832	0.01117391612
833	0.01115580078
834	0.0111438091
835	0.01109386844
836	0.01107039676
837	0.01106505866
838	0.01104884938
839	0.01103607373
840	0.01101713069
841	0.01100061145
842	0.01098283183
843	0.01096427695
844	0.01094119376
845	0.01093156032
846	0.01092300536
847	0.01089682307
848	0.01088696063
849	0.01085886287
850	0.01082955685
851	0.01082190405
852	0.01080633493
853	0.01079577235
854	0.01078656996
855	0.01075842033
856	0.01074383403
857	0.01072966849
858	0.01068725385
859	0.01065080462
860	0.01063169448
861	0.01062351027
862	0.01061325198
863	0.0106024061
864	0.01059531864
865	0.01057085017
866	0.01056403814
867	0.0105558966
868	0.01054075536
869	0.01051013625
870	0.01048660203
871	0.01047524137
872	0.01044819069
873	0.01042218259
874	0.01039623246
875	0.01038090649
876	0.01036189569
877	0.01033928706
878	0.01031287802
879	0.01030654413
880	0.01029131938
881	0.01027995624
882	0.01027416676
883	0.01025938072
884	0.01023730475
885	0.01022504715
886	0.01021515304
887	0.01020533199
888	0.01018960668
889	0.01014632991
890	0.01013143294
891	0.01011688646
892	0.01011052813
893	0.01011050346
894	0.01009632959
895	0.01009028019
896	0.010077633
897	0.01004477691
898	0.010038796
899	0.01003203095
900	0.01001101951
901	0.01000531054
902	0.009980790794
903	0.009953468249
904	0.009938976047
905	0.009930830824
906	0.009924985133
907	0.009910036791
908	0.009896412789
909	0.009866439895
910	0.009859994668
911	0.00984336749
912	0.009837667161
913	0.0098294032
914	0.009818482746
915	0.009806870904
916	0.009794788754
917	0.009785568896
918	0.009765791877
919	0.009759967495
920	0.00974075537
921	0.009730583738
922	0.009713433513
923	0.009700383358
924	0.009694740085
925	0.009669663505
926	0.009660636326
927	0.009648582183
928	0.009642262955
929	0.009627194293
930	0.009608348811
931	0.009600959807
932	0.00959533944
933	0.009573284361
934	0.009573284361
935	0.009561943255
936	0.009548930726
937	0.009524970646
938	0.009512605568
939	0.009505709957
940	0.009488074578
941	0.009478641128
942	0.009473033397
943	0.009473034992
944	0.009456119956
945	0.009456135906
946	0.009426851968
947	0.009421165409
948	0.00941006464
949	0.009387183168
950	0.009364566673
951	0.009345434606
952	0.009328131681
953	0.009328090526
954	0.009307234123
955	0.009296426958
956	0.009278188825
957	0.009258324293
958	0.009258298607
959	0.009251245229
960	0.00924220685
961	0.00924219738
962	0.009230858687
963	0.009209518761
964	0.009204612948
965	0.009198733637
966	0.00918355594
967	0.009171647652
968	0.009160480343
969	0.00915106496
970	0.009140860713
971	0.009119003958
972	0.009113889171
973	0.009100194547
974	0.009091259698
975	0.009077101443
976	0.009055926352
977	0.009038924066
978	0.009034201526
979	0.009024967434
980	0.00900138939
981	0.008981930977
982	0.008972610249
983	0.008959940302
984	0.008944044712
985	0.008928654619
986	0.008900180165
987	0.008887814271
988	0.008879231524
989	0.008872310983
990	0.008857458384
991	0.008842162267
992	0.008824035109
993	0.008812811232
994	0.008793557659
995	0.008774047103
996	0.00875082656
997	0.008734441524
998	0.008724198258
999	0.008701274057
